title,year,certificate,length,genres,category,rating,metascore,total_votes,US_box_office
Keistas penktadienis,2003,PG,97 min,"Comedy, Family, Fantasy",Comedy,6.2,70,125711,110230332
Be stabdziu,2015,N-16,125 min,"Comedy, Drama, Romance",Comedy,6.2,75,129607,110212700
Vakaro pasakojimai,2008,V,99 min,"Adventure, Comedy, Family",Comedy,6.0,33,88448,110101975
Pats baisiausias filmas 3,2003,PG-13,84 min,"Comedy, Horror",Comedy,5.5,49,137774,110003217
Star Trek IV: The Voyage Home,1986,PG,119 min,"Action, Adventure, Comedy",Comedy,7.3,71,79143,109713132
40-ties ir vis dar skaistus,2005,R,116 min,"Comedy, Romance",Comedy,7.1,73,396569,109449237
Krokodilas Dandis 2,1988,nan,108 min,"Action, Adventure, Comedy",Comedy,5.7,41,53470,109305000
Viskas iskaičiuota,2009,PG-13,113 min,Comedy,Comedy,5.5,23,101854,109205660
Švelnumo kalba,1983,nan,132 min,"Comedy, Drama",Comedy,7.4,79,55381,108423489
Eisas Ventura: kai gamta šaukia,1995,PG-13,90 min,"Adventure, Comedy, Crime",Comedy,6.4,45,202837,108385533
Geroji puse,2017,N-13,126 min,"Comedy, Drama",Comedy,7.0,46,46227,108252517
Princeses dienorastis,2001,G,111 min,"Comedy, Family, Romance",Comedy,6.3,52,129005,108248956
Op,2011,PG,95 min,"Animation, Adventure, Comedy",Comedy,5.4,41,31366,108085305
Moteru lyga,1992,PG,128 min,"Comedy, Drama, Sport",Comedy,7.3,67,94213,107533928
Piktieji paukščiai. Filmas,2016,V,97 min,"Animation, Action, Adventure",Comedy,6.3,43,80633,107509366
Sutrikęs gangsteris,1999,R,103 min,"Comedy, Crime",Comedy,6.7,61,146005,106885658
Viščiuku maistas,2000,nan,84 min,"Animation, Adventure, Comedy",Comedy,7.0,88,177475,106834564
Mis slaptoji agente,2000,PG-13,109 min,"Action, Comedy, Crime",Comedy,6.3,43,188634,106807667
Kad tik tavęs neprarasčiau,1978,nan,114 min,"Action, Comedy",Comedy,6.4,41,23294,106000000
Kaip atsikratyti vaikino per 10 dienų,2003,PG-13,116 min,"Comedy, Romance",Comedy,6.4,45,212212,105813373
Lego filmas 2,2019,V,107 min,"Animation, Action, Adventure",Comedy,6.6,65,55443,105806508
Pirmuju žmonu klubas,1996,PG,103 min,Comedy,Comedy,6.4,58,43876,105489203
Džiungliu karalius,1997,PG,92 min,"Action, Adventure, Comedy",Comedy,5.5,53,71811,105263257
Absolventas,1967,PG,106 min,"Comedy, Drama, Romance",Comedy,8.0,83,254329,104945305
Auksta klase 3,2017,N-13,93 min,"Comedy, Music",Comedy,5.8,40,56445,104897530
Amerikietiškas pyragas: vestuvės,2003,R,96 min,Comedy,Comedy,6.3,43,194968,104565114
Princese ir varlius,2009,V,97 min,"Animation, Adventure, Comedy",Comedy,7.1,73,124892,104400899
Tecio dienos rupestis,2003,PG,92 min,"Comedy, Family",Comedy,5.6,39,63935,104297061
Tetukas namie 2,2017,N-7,100 min,Comedy,Comedy,6.0,30,62861,104029443
Dikas Treisis,1990,nan,105 min,"Action, Comedy, Crime",Comedy,6.1,68,57813,103738726
Legendos susivienija,2012,PG,97 min,"Animation, Action, Adventure",Comedy,7.3,58,157623,103412758
Nine to Five,1980,nan,109 min,Comedy,Comedy,6.9,58,27903,103290500
Suvaidink mano zmona,2011,PG-13,117 min,"Comedy, Romance",Comedy,6.4,33,222217,103028109
Amerikietiškas pyragas,1999,R,95 min,Comedy,Comedy,7.0,58,377044,102561004
Mere Popins,1964,G,139 min,"Comedy, Family, Fantasy",Comedy,7.8,88,158471,102272727
Jackass pristato: Blogas senelis,2013,N-16,92 min,Comedy,Comedy,6.5,54,89216,102003019
The Goodbye Girl,1977,nan,111 min,"Comedy, Drama, Romance",Comedy,7.4,64,12601,102000000
Maverikas,1994,PG,127 min,"Action, Adventure, Comedy",Comedy,7.0,62,101934,101631272
Dabar jau tikrai šikna,2013,N-18,107 min,Comedy,Comedy,6.6,67,384754,101470202
Pamišeliai kalejime,1980,nan,111 min,"Comedy, Crime",Comedy,6.8,56,25485,101300000
Katinas su skrybėle,2003,V,82 min,"Adventure, Comedy, Family",Comedy,4.0,19,52559,101149285
Griausmingieji Čarlio angelai,2003,PG-13,106 min,"Action, Adventure, Comedy",Comedy,4.9,48,121187,100830111
Vingiuotas kelias namo,2010,R,95 min,"Adventure, Comedy, Drama",Comedy,6.5,51,324305,100539043
The Rugrats Movie,1998,nan,79 min,"Animation, Adventure, Comedy",Comedy,5.9,nan,18163,100494675
Džiumandži,1995,PG,104 min,"Adventure, Comedy, Family",Comedy,7.0,39,309867,100475249
Ibroliai,2008,R,98 min,Comedy,Comedy,6.9,51,268820,100468793
Yvanas visagalis,2007,V,96 min,"Comedy, Family, Fantasy",Comedy,5.4,37,139521,100462298
Kasparas,1995,V,100 min,"Comedy, Family, Fantasy",Comedy,6.1,49,122051,100328194
Įsimylėjęs Šekspyras,1998,R,123 min,"Comedy, Drama, History",Comedy,7.1,87,214433,100317794
Afigena mokytoja,2011,R,92 min,"Comedy, Romance",Comedy,5.6,47,193551,100292856
Meskiukas Jogis,2010,V,81 min,"Animation, Adventure, Comedy",Comedy,4.6,35,20544,100246011
Kingsman. Auksinis ratas,2017,N-16,141 min,"Action, Adventure, Comedy",Comedy,6.7,44,274234,100234838
"Ak, jau tie tevai",1989,nan,124 min,"Comedy, Drama",Comedy,7.0,82,45382,100047830
Adamsu seimynele,2019,PG,86 min,"Animation, Comedy, Family",Comedy,5.8,46,28904,100044905
Su kirpėju Zohanu geriau nejuokauk!,2008,N-7,113 min,Comedy,Comedy,5.5,54,191278,100018837
Gnomeo ir Džiuljeta,2011,nan,84 min,"Animation, Adventure, Comedy",Comedy,5.9,53,52435,99967670
Christopher Robin,2018,PG,104 min,"Adventure, Comedy, Drama",Comedy,7.3,60,69206,99215042
Heraklis,1997,nan,93 min,"Animation, Adventure, Comedy",Comedy,7.3,74,206960,99046791
Zalioji sirse,2011,PG-13,119 min,"Action, Comedy, Crime",Comedy,5.8,39,155337,98780042
Naktinis pasimatymas,2010,PG-13,88 min,"Comedy, Crime, Romance",Comedy,6.3,56,152660,98711404
Susipažinkite su Robinsonais,2007,G,95 min,"Animation, Adventure, Comedy",Comedy,6.8,61,87785,97822171
Jis sako Taip!,2008,PG-13,104 min,"Comedy, Romance",Comedy,6.8,46,336428,97690976
Dešreliu balius,2016,N-16,89 min,"Animation, Adventure, Comedy",Comedy,6.1,66,176422,97685686
Inspektorius Gadzetas,1999,PG,78 min,"Action, Adventure, Comedy",Comedy,4.2,36,45516,97403112
Užsispyrusi blondine,2001,nan,96 min,"Comedy, Romance",Comedy,6.3,59,186535,96520674
Mirusių poetų draugija,1989,nan,128 min,"Comedy, Drama",Comedy,8.1,79,427565,95860116
Norbitas,2007,PG-13,103 min,"Comedy, Romance",Comedy,4.1,27,68814,95673607
Arthur,1981,nan,97 min,"Comedy, Romance",Comedy,6.9,69,25903,95461682
Seksas ir miestas 2,2010,R,146 min,"Comedy, Drama, Romance",Comedy,4.5,27,74550,95347692
Mykolas,1996,PG,105 min,"Comedy, Drama, Fantasy",Comedy,5.7,38,41004,95318203
Princeses dienorastis 2: Karaliskosios suzadetuves,2004,nan,113 min,"Comedy, Family, Romance",Comedy,5.8,43,74445,95170481
Cihuahua is Beverli Hilso,2008,PG,91 min,"Adventure, Comedy, Drama",Comedy,3.8,41,22876,94514402
Zoro kauke,1998,PG-13,136 min,"Action, Adventure, Comedy",Comedy,6.7,63,169445,94095523
Tai nutiko Manhetene,2002,PG-13,105 min,"Comedy, Drama, Romance",Comedy,5.3,45,84362,94011225
Jis ne tau,2009,PG-13,129 min,"Comedy, Drama, Romance",Comedy,6.4,47,162504,93953653
Amerikos numyletiniai,2001,PG-13,102 min,"Comedy, Romance",Comedy,5.7,44,54634,93607673
Dama ir valkata,1955,G,76 min,"Animation, Adventure, Comedy",Comedy,7.3,78,123481,93600000
Prieš pakratant kojas,2007,PG-13,97 min,"Adventure, Comedy, Drama",Comedy,7.4,42,231032,93466502
Kates ir šunys,2001,PG,87 min,"Action, Comedy, Family",Comedy,5.1,47,56692,93385515
Isimyleti per dvi savaites,2002,PG-13,101 min,"Comedy, Romance",Comedy,6.1,42,107865,93354851
Skraiduolis,1997,PG,93 min,"Comedy, Family, Sci-Fi",Comedy,5.3,37,84656,92977226
Kai Haris sutiko Salę,1989,nan,95 min,"Comedy, Drama, Romance",Comedy,7.6,76,196457,92823600
Galvok kaip vyras,2012,PG-13,123 min,"Comedy, Romance",Comedy,6.5,51,44224,91547205
Vaiku darželio policininkas,1990,nan,111 min,"Action, Comedy, Crime",Comedy,6.2,61,136991,91457688
Back to School,1986,nan,96 min,"Comedy, Romance, Sport",Comedy,6.7,68,28279,91258000
Ilgas pasivazinejimas 2,2016,PG-13,102 min,"Action, Comedy, Crime",Comedy,5.9,32,53519,91221830
Pamote,1998,PG-13,125 min,"Comedy, Drama",Comedy,6.8,58,61198,91137662
Skruzdeliukas Z,1998,PG,83 min,"Animation, Adventure, Comedy",Comedy,6.5,72,146471,90757863
Pats baisiausias filmas 4,2006,PG-13,83 min,"Comedy, Horror",Comedy,5.1,40,113950,90710620
Planas tėčiui,2007,PG,110 min,"Comedy, Family, Sport",Comedy,6.1,44,59206,90648202
"Aš, kitas aš ir Irena",2000,R,116 min,Comedy,Comedy,6.6,49,222744,90570999
Vidurinės mokyklos miuziklas 3: baigiamieji metai,2008,V,112 min,"Comedy, Drama, Family",Comedy,4.8,57,58226,90559416
Madeja keliauja i kalejimą,2009,PG-13,103 min,"Comedy, Crime, Drama",Comedy,4.5,50,11345,90485233
Kosminis krepšinis,1996,PG,88 min,"Animation, Adventure, Comedy",Comedy,6.5,59,163360,90463534
Buk kietas,2015,N-16,100 min,"Comedy, Crime",Comedy,6.0,34,123528,90411453
Pasikeisti vietomis,1983,nan,116 min,Comedy,Comedy,7.5,69,137351,90404800
Rizikinga erzinti diedukus,2010,PG-13,111 min,"Action, Comedy, Crime",Comedy,7.0,60,290221,90380162
Sparnai,2013,V,91 min,"Animation, Adventure, Comedy",Comedy,5.7,39,42453,90288712
Uzsispyrusi blondine 2,2003,PG-13,95 min,Comedy,Comedy,4.8,47,61631,90186328
\Nuotakos tevas,1991,nan,105 min,"Comedy, Family, Romance",Comedy,6.5,51,69024,89325780
Naujas imperatoriaus pokštas,2000,nan,78 min,"Animation, Adventure, Comedy",Comedy,7.4,70,181159,89302687
Bjauri tiesa,2009,R,96 min,"Comedy, Romance",Comedy,6.4,28,205244,88915214
Uždelsta meile,2006,PG-13,97 min,"Comedy, Romance",Comedy,5.6,47,74879,88715192
Mapetai,2011,PG,120 min,"Adventure, Comedy, Family",Comedy,7.1,75,87655,88631237
Starskis ir Hečas,2004,PG-13,101 min,"Comedy, Crime",Comedy,6.1,55,138560,88237754
Ir štai atejo Poli,2004,PG-13,90 min,"Comedy, Romance",Comedy,6.0,44,126394,88097164
Atgal i ateiti III,1990,nan,118 min,"Adventure, Comedy, Sci-Fi",Comedy,7.4,55,406876,87727583
Mari Huanos ekspresas,2008,R,111 min,"Action, Comedy, Crime",Comedy,6.9,64,316946,87341380
Sesutes,nan,N-16,118 min,Comedy,Comedy,6.0,58,62944,87044645
Nuogas ginklas 2½. Baimes kvapas,1991,nan,85 min,"Comedy, Crime",Comedy,6.9,65,105619,86930411
Balsuok už mane,2012,N-13,85 min,Comedy,Comedy,6.1,50,124715,86907746
Rouzų šeimos karas,1989,nan,116 min,"Comedy, Romance",Comedy,6.8,79,48212,86888546
Jaunasis Frankenšteinas,1974,nan,106 min,Comedy,Comedy,8.0,80,143803,86300000
Bukas ir bukesnis 2,2014,N-13,109 min,Comedy,Comedy,5.6,36,129088,86208010
Emodži filmas,2017,V,86 min,"Animation, Adventure, Comedy",Comedy,3.3,12,56341,86089513
Naujoke,2004,N-7,97 min,Comedy,Comedy,7.0,66,336263,86058055
Annie,2014,N-7,118 min,"Comedy, Drama, Family",Comedy,5.3,33,34285,85911262
Alvin and the Chipmunks: The Road Chip,2015,V,92 min,"Animation, Adventure, Comedy",Comedy,5.0,33,17004,85886987
Šnipu vaikučiai II: prarastu svajoniu sala,2002,PG,100 min,"Action, Adventure, Comedy",Comedy,5.2,66,61045,85846429
Kempiniukas Plačiakelnis,2004,PG,87 min,"Animation, Action, Adventure",Comedy,7.1,66,79527,85417988
Brolis lokys,2003,nan,85 min,"Animation, Adventure, Comedy",Comedy,6.8,48,97557,85336277
Stripes,1981,R,106 min,"Comedy, War",Comedy,6.9,68,65770,85297000
Diktorius,2004,PG-13,94 min,Comedy,Comedy,7.2,63,331063,85288303
Medziokles sezonas atidarytas!,2006,V,86 min,"Animation, Adventure, Comedy",Comedy,6.1,49,86824,85105259
Žalioji knyga,2018,N-13,130 min,"Biography, Comedy, Drama",Comedy,8.2,69,382737,85080171
Tammy,2014,R,97 min,"Comedy, Romance",Comedy,4.9,39,48391,84525432
Kaledu senis 3,2006,G,97 min,"Adventure, Comedy, Family",Comedy,4.8,32,33715,84500122
Bulius Ferdinandas,2017,V,108 min,"Animation, Adventure, Comedy",Comedy,6.7,58,48994,84410380
"Kvaila, beprotiška meile",2011,PG-13,118 min,"Comedy, Drama, Romance",Comedy,7.4,68,473891,84351197
Pinokis,1940,G,88 min,"Animation, Comedy, Family",Comedy,7.4,99,131812,84254167
Skubis Du 2: Monstrai išlaisvinti,2004,PG,93 min,"Adventure, Comedy, Family",Comedy,5.1,34,50285,84216833
Plėšriosios paukštės ir fantastiškoji Harlė Kvin,2020,R,109 min,"Action, Adventure, Comedy",Comedy,6.1,60,168766,84158461
Kita moteris,2014,N-16,109 min,"Comedy, Romance",Comedy,6.0,39,131177,83911193
Viskas ore!,nan,R,109 min,"Comedy, Drama, Romance",Comedy,7.4,83,319127,83823381
Plienines magnolijos,1989,nan,117 min,"Comedy, Drama, Romance",Comedy,7.3,56,47942,83759091
Aeroplanas,1980,nan,88 min,Comedy,Comedy,7.7,78,215484,83400000
Madagaskaro Pingvinai,2014,PG,92 min,"Animation, Adventure, Comedy",Comedy,6.7,53,79649,83348920
Išgelbėti poną Benksą,2013,N-7,125 min,"Biography, Comedy, Drama",Comedy,7.5,65,152566,83301580
Mažoji peda,2018,V,96 min,"Animation, Adventure, Comedy",Comedy,6.6,60,34322,83240103
Turbo,2013,V,96 min,"Animation, Adventure, Comedy",Comedy,6.4,58,84955,83028128
Šarlotes voratinklis,2006,V,97 min,"Adventure, Comedy, Family",Comedy,6.3,68,37433,82985708
"Ne anyta, o monstras",2005,PG-13,101 min,"Comedy, Romance",Comedy,5.6,31,56836,82931301
Jau atvažiavom?,2005,PG,95 min,"Adventure, Comedy, Family",Comedy,4.7,27,29634,82674398
Paveldetojai,2011,R,115 min,"Comedy, Drama",Comedy,7.3,84,233022,82584160
Urmu pigiau 2,2005,PG,94 min,"Adventure, Comedy, Family",Comedy,5.5,34,54908,82571173
Apsimeskim farais,2014,N-16,104 min,"Action, Comedy, Crime",Comedy,6.4,30,127457,82390774
Rožine pantera,2006,N-7,93 min,"Adventure, Comedy, Crime",Comedy,5.7,38,81746,82226474
Vežliukai nindzes: šešeliu ikaitai,2016,N-13,112 min,"Action, Adventure, Comedy",Comedy,6.0,40,84695,82051601
Heaven Can Wait,1978,nan,101 min,"Comedy, Fantasy, Romance",Comedy,6.9,72,18711,81640278
MASH,1970,R,116 min,"Comedy, Drama, War",Comedy,7.4,80,67561,81600000
Tedis 2,2015,N-16,115 min,Comedy,Comedy,6.3,48,185538,81476385
The School of Rock,2003,PG-13,109 min,"Comedy, Music",Comedy,7.1,82,269827,81261177
Police Academy,1984,nan,96 min,Comedy,Comedy,6.7,41,114656,81198894
Sniego šunys,2002,PG,99 min,"Adventure, Comedy, Family",Comedy,5.2,29,25416,81172560
Kol tu miegojai,1995,PG,103 min,"Comedy, Drama, Romance",Comedy,6.7,67,92634,81057016
Džimis Neutronas. Genialus berniukas,2001,nan,82 min,"Animation, Action, Adventure",Comedy,6.0,65,30898,80936232
Kitos 48 valandos,1990,nan,93 min,"Action, Comedy, Crime",Comedy,5.9,23,38569,80818974
Pamise,1987,nan,102 min,"Comedy, Drama, Romance",Comedy,7.1,83,50448,80640528
Aferistės,2019,N-16,110 min,"Comedy, Crime, Drama",Comedy,6.3,79,84445,80553967
Zoologijos sodo prižiuretojas,2011,N-7,102 min,"Comedy, Family, Fantasy",Comedy,5.2,30,57645,80360843
Pamete galvas Las Vegase,2008,PG-13,99 min,"Comedy, Romance",Comedy,6.1,36,165446,80277646
Hazardo ketvertukas,2005,PG-13,104 min,Comedy,Comedy,5.1,33,75750,80270227
Vestuviu dainininkas,1998,PG-13,97 min,"Comedy, Music, Romance",Comedy,6.8,59,135381,80245725
Načas Libras,2006,PG,92 min,"Comedy, Family, Sport",Comedy,5.8,52,81635,80197993
Siurpuliukai,2015,N-7,103 min,"Adventure, Comedy, Family",Comedy,6.3,60,81141,80080379
Vyrai juodais drabuziais: pasauline gresme,2019,N-13,114 min,"Action, Adventure, Comedy",Comedy,5.6,38,109890,80001807
Auksinis vaikas,1986,nan,94 min,"Action, Adventure, Comedy",Comedy,6.0,37,51687,79817937
Nakties šešeliai,2012,PG-13,113 min,"Comedy, Fantasy, Horror",Comedy,6.2,55,248107,79727149
Hana Montana: filmas,2009,N-7,102 min,"Comedy, Drama, Family",Comedy,4.5,47,39826,79566871
48 valandos,1982,nan,96 min,"Action, Comedy, Crime",Comedy,6.9,71,69725,78868508
Nuogas ginklas. Iš ypatingojo policijos skyriaus bylu,1988,nan,85 min,"Comedy, Crime",Comedy,7.6,76,153398,78756177
Pikseliai,2015,N-13,105 min,"Action, Comedy, Fantasy",Comedy,5.5,27,132352,78747585
Vėžliai nindzės 2: Ozo paslaptis,1991,nan,88 min,"Action, Adventure, Comedy",Comedy,6.1,45,51707,78656813
Kokteilis,1988,nan,104 min,"Comedy, Drama, Romance",Comedy,5.9,12,79218,78222753
Dangoraizio apiplesimas,2011,PG-13,104 min,"Action, Comedy, Crime",Comedy,6.2,59,134430,78046570
Brangenybiu medžiotojai,2014,N-13,118 min,"Comedy, Drama, History",Comedy,6.1,52,124984,78031620
Hooper,1978,nan,99 min,"Action, Comedy",Comedy,6.4,70,6002,78000000
Terminalas,2004,PG-13,128 min,"Comedy, Drama, Romance",Comedy,7.4,55,408290,77872883
Vakarine mokykla,2018,N-13,111 min,Comedy,Comedy,5.6,43,36150,77339130
Suaugusiuju prieziura,2012,PG,105 min,"Comedy, Family",Comedy,6.0,36,24867,77267296
Daktaras Dolitlis,2020,PG,101 min,"Adventure, Comedy, Family",Comedy,5.6,26,48876,77047065
Pamergė pagal užsakymą,2008,N-7,111 min,"Comedy, Romance",Comedy,6.1,47,154507,76808654
The Muppet Movie,1979,V,95 min,"Adventure, Comedy, Family",Comedy,7.6,74,32897,76657000
Nuotakos tėvas 2,1995,PG,106 min,"Comedy, Family, Romance",Comedy,6.1,49,34661,76594000
Romanas su brangakmeniu,1984,nan,106 min,"Action, Adventure, Comedy",Comedy,6.9,63,83207,76572238
Rugrats in Paris: The Movie - Rugrats II,2000,nan,78 min,"Animation, Adventure, Comedy",Comedy,6.1,62,11297,76507756
Kaip diena ir naktis,2010,PG-13,109 min,"Action, Adventure, Comedy",Comedy,6.3,46,180692,76423035
Meskiukas Padingtonas,2014,V,95 min,"Adventure, Comedy, Family",Comedy,7.2,77,98948,76271832
Baltieji nemoka sokineti,1992,R,115 min,"Comedy, Drama, Sport",Comedy,6.8,65,75435,76253806
Pito drakonas,2016,N-7,102 min,"Action, Adventure, Comedy",Comedy,6.7,71,54262,76233151
Kokonas,1985,nan,117 min,"Comedy, Drama, Sci-Fi",Comedy,6.7,65,57481,76113124
Nilo perlas,1985,nan,106 min,"Action, Adventure, Comedy",Comedy,6.2,53,51037,75973200
"Namas, kuriame vaidenasi",2003,PG,99 min,"Comedy, Family, Fantasy",Comedy,5.0,34,43154,75847266
Šeimos galva,2000,PG-13,125 min,"Comedy, Drama, Fantasy",Comedy,6.8,42,104212,75793305
Kirpykla,2002,PG-13,102 min,"Comedy, Drama",Comedy,6.3,66,29631,75782105
Naujokas,nan,N-13,121 min,"Comedy, Drama",Comedy,7.1,51,222065,75764672
"Aš, tu ir Diupri",2006,PG-13,110 min,"Comedy, Romance",Comedy,5.6,46,78499,75628110
Mes nusipirkom zoologijos sodą,2011,N-7,124 min,"Comedy, Drama, Family",Comedy,7.1,58,135270,75624550
Zombiu žeme,2009,R,88 min,"Adventure, Comedy, Fantasy",Comedy,7.6,73,521113,75590286
Senoji mokykla,2003,R,88 min,Comedy,Comedy,7.1,54,215887,75585093
Zudiko asmens sargybinis,2017,R,118 min,"Action, Comedy, Crime",Comedy,6.9,47,187607,75468583
Garfildas,2004,V,80 min,"Animation, Comedy, Family",Comedy,5.0,27,79681,75369589
10,1979,nan,122 min,"Comedy, Romance",Comedy,6.1,68,15242,74865517
"Šešios dienos, septynios naktys",1998,PG-13,102 min,"Action, Adventure, Comedy",Comedy,5.8,51,72855,74329966
Džekas ir Džile,nan,PG,91 min,Comedy,Comedy,3.3,23,78406,74158157
Oliveris ir kompanija,1988,nan,74 min,"Animation, Adventure, Comedy",Comedy,6.7,58,44063,74151346
Captain Underpants: The First Epic Movie,2017,V,89 min,"Animation, Action, Comedy",Comedy,6.2,69,25086,73921000
Kaledos pagal Kranksus,2004,N-7,99 min,"Comedy, Family",Comedy,5.4,22,44614,73780539
Vabalu sultys,1988,N-7,92 min,"Comedy, Fantasy",Comedy,7.5,70,264574,73707461
Kvailys,1979,nan,94 min,Comedy,Comedy,7.2,61,53149,73691419
Namas monstras,2006,V,91 min,"Animation, Comedy, Family",Comedy,6.6,68,101892,73661010
Dar vakar,nan,N-13,116 min,"Comedy, Fantasy, Music",Comedy,6.8,55,114617,73286650
A Madea Family Funeral,2019,PG-13,109 min,Comedy,Comedy,4.5,39,3814,73257045
Boo! A Madea Halloween,2016,PG-13,103 min,"Comedy, Drama, Horror",Comedy,4.6,30,7766,73159525
Šunu viešbutis,2009,PG,100 min,"Comedy, Family, Sci-Fi",Comedy,5.4,51,21783,73034460
Juokdariu vakariene,2010,PG-13,114 min,Comedy,Comedy,5.9,56,101376,73026337
Ragai ir kanopos,2006,PG,90 min,"Animation, Adventure, Comedy",Comedy,5.6,42,28021,72779000
Jackass Number Two,2006,R,92 min,"Documentary, Action, Comedy",Comedy,7.0,66,66691,72778712
Gandru siuntu tarnyba,2016,V,87 min,"Animation, Adventure, Comedy",Comedy,6.8,56,56282,72679278
Eisas Ventura: naminiu gyvuneliu detektyvas,1994,PG-13,86 min,Comedy,Comedy,6.9,37,277838,72217000
The Cannonball Run,1981,nan,95 min,"Action, Comedy, Sport",Comedy,6.3,28,33311,72179579
Blogos mamos ir ju Kaledos,2017,R,104 min,Comedy,Comedy,5.6,42,45158,72110659
Kontraktas su neūžauga,1995,R,105 min,"Comedy, Crime, Thriller",Comedy,6.9,82,76076,72077000
Fredo Kaledos,2007,PG,116 min,"Comedy, Family, Fantasy",Comedy,5.6,42,40796,72006777
Gyvenimas ant ratu,2006,PG,99 min,"Adventure, Comedy, Family",Comedy,5.5,33,56598,71726025
Negailestingieji,1986,nan,93 min,"Comedy, Crime",Comedy,6.9,78,25857,71624879
3 Men and a Little Lady,1990,nan,104 min,"Comedy, Drama, Family",Comedy,5.5,51,22910,71609321
Galaktikos gelbetojai,1999,PG,102 min,"Adventure, Comedy, Sci-Fi",Comedy,7.3,70,150142,71583916
Bridzitos Dzouns dienorastis,2001,V,97 min,"Comedy, Drama, Romance",Comedy,6.7,66,226976,71543427
Klystkeliai,2004,R,127 min,"Comedy, Drama, Romance",Comedy,7.5,94,179739,71503593
"Myliu tave, žmogau",2009,R,105 min,"Comedy, Romance",Comedy,7.0,70,194214,71440011
Kvaisu seimynele svencia Kaledas,1989,nan,97 min,Comedy,Comedy,7.6,49,161716,71320000
Pats baisiausias filmas 2,2001,R,83 min,"Comedy, Horror",Comedy,5.3,29,149960,71308997
Gelbėtojai,1977,nan,78 min,"Animation, Adventure, Comedy",Comedy,6.9,74,58540,71215869
Terneris ir Hučas,1989,nan,97 min,"Comedy, Crime, Drama",Comedy,6.2,36,64931,71079915
Prekybos centro kietuolis: Las Vegas,2015,PG,94 min,"Action, Comedy, Crime",Comedy,4.4,13,34456,71038190
Smurfai 2,2013,V,105 min,"Animation, Adventure, Comedy",Comedy,5.3,34,38197,71017784
"Paukšteli, spruk",1990,nan,110 min,"Action, Comedy",Comedy,6.0,36,40338,70980000
Švilpiko diena,1993,PG,101 min,"Comedy, Fantasy, Romance",Comedy,8.0,72,581265,70906973
