title,year,certificate,length,genres,category,rating,metascore,total_votes,US_box_office
 Classic Tales,2008,nan,nan,"Animation, Short, Family",Animation,nan,nan,nan,nan
 Classic Tales,2008,nan,nan,"Animation, Short, Family",Animation,nan,nan,nan,nan
 Rise of the Teenage Mutant Ninja Turtles,2018,nan,10 min,"Animation, Short, Action",Animation,7.8,nan,43,nan
 One Piece: Wan pîsu,1999,nan,nan,"Animation, Action, Adventure",Animation,7.5,nan,106,nan
 One Piece: Wan pîsu,1999,nan,nan,"Animation, Action, Adventure",Animation,7.8,nan,127,nan
 One Piece: Wan pîsu,1999,nan,nan,"Animation, Action, Adventure",Animation,9.1,nan,301,nan
 LEGO Star Wars: The Resistance Rises,2016,nan,nan,"Animation, Comedy, Sci-Fi",Animation,6.8,nan,29,nan
"A Shoelace, a Cup of Coffee, and The Turn of A Wheel",nan,nan,7 min,"Animation, Short, Drama",Animation,nan,nan,nan,nan
 Udon no kuni no kiniro kemari,2016,nan,nan,"Animation, Drama",Animation,nan,nan,nan,nan
 Jurassic Cubs,2007,nan,13 min,Animation,Animation,nan,nan,nan,nan
 Yu-No: A Girl Who Chants Love at the Bound of this World,2019,nan,23 min,"Animation, Drama, Mystery",Animation,8.8,nan,6,nan
 Jurassic Cubs,2007,nan,nan,Animation,Animation,nan,nan,nan,nan
 Udon no kuni no kiniro kemari,2016,nan,23 min,"Animation, Drama",Animation,nan,nan,nan,nan
 Jurassic Cubs,2007,nan,13 min,Animation,Animation,nan,nan,nan,nan
 Jurassic Cubs,2007,nan,nan,Animation,Animation,nan,nan,nan,nan
 Jurassic Cubs,2007,nan,nan,Animation,Animation,nan,nan,nan,nan
 Jurassic Cubs,2007,nan,nan,Animation,Animation,nan,nan,nan,nan
 Jurassic Cubs,2007,nan,nan,Animation,Animation,nan,nan,nan,nan
 Jurassic Cubs,2007,nan,nan,Animation,Animation,nan,nan,nan,nan
 Jurassic Cubs,2007,nan,nan,Animation,Animation,nan,nan,nan,nan
 Jurassic Cubs,2007,nan,nan,Animation,Animation,nan,nan,nan,nan
 Jurassic Cubs,2007,nan,nan,Animation,Animation,nan,nan,nan,nan
 Jurassic Cubs,2007,nan,nan,Animation,Animation,nan,nan,nan,nan
 Jurassic Cubs,2007,nan,nan,Animation,Animation,nan,nan,nan,nan
 Jurassic Cubs,2007,nan,nan,Animation,Animation,nan,nan,nan,nan
 Jurassic Cubs,2007,nan,nan,Animation,Animation,nan,nan,nan,nan
 Jurassic Cubs,2007,nan,nan,Animation,Animation,nan,nan,nan,nan
 LORE in a Minute!,2011,nan,nan,"Animation, Short",Animation,nan,nan,nan,nan
 LORE in a Minute!,2011,nan,nan,"Animation, Short",Animation,nan,nan,nan,nan
 LORE in a Minute!,2011,nan,nan,"Animation, Short",Animation,nan,nan,nan,nan
 LORE in a Minute!,2011,nan,nan,"Animation, Short",Animation,nan,nan,nan,nan
 LORE in a Minute!,2011,nan,nan,"Animation, Short",Animation,nan,nan,nan,nan
 LORE in a Minute!,2011,nan,nan,"Animation, Short",Animation,nan,nan,nan,nan
 LORE in a Minute!,2011,nan,nan,"Animation, Short",Animation,nan,nan,nan,nan
 LORE in a Minute!,2011,nan,nan,"Animation, Short",Animation,nan,nan,nan,nan
 LORE in a Minute!,2011,nan,nan,"Animation, Short",Animation,nan,nan,nan,nan
 LORE in a Minute!,2011,nan,nan,"Animation, Short",Animation,nan,nan,nan,nan
 LORE in a Minute!,2011,nan,nan,"Animation, Short",Animation,nan,nan,nan,nan
 LORE in a Minute!,2011,nan,nan,"Animation, Short",Animation,nan,nan,nan,nan
 LORE in a Minute!,2011,nan,nan,"Animation, Short",Animation,nan,nan,nan,nan
 Scary Stories for Kids,2019,nan,11 min,"Animation, Family, Horror",Animation,nan,nan,nan,nan
 LORE in a Minute!,2011,nan,nan,"Animation, Short",Animation,nan,nan,nan,nan
 LORE in a Minute!,2011,nan,nan,"Animation, Short",Animation,nan,nan,nan,nan
 Grimms Notes The Animation,2019,nan,nan,"Animation, Action, Adventure",Animation,nan,nan,nan,nan
 Egao no Daika,2019,nan,nan,"Animation, Drama, Fantasy",Animation,6.2,nan,5,nan
 Red vs. Blue,2003,nan,11 min,"Animation, Short, Action",Animation,7.3,nan,15,nan
 Limon and Oli,2012,nan,nan,Animation,Animation,nan,nan,nan,nan
 Limon and Oli,2012,nan,nan,Animation,Animation,nan,nan,nan,nan
Old McDonald and Many More Nursery Rhymes,2018,nan,46 min,Animation,Animation,8.4,nan,7,nan
 Limon and Oli,2012,nan,nan,Animation,Animation,nan,nan,nan,nan
 Limon and Oli,2012,nan,nan,Animation,Animation,nan,nan,nan,nan
 Limon and Oli,2012,nan,nan,Animation,Animation,nan,nan,nan,nan
 Limon and Oli,2012,nan,nan,Animation,Animation,nan,nan,nan,nan
 Limon and Oli,2012,nan,nan,Animation,Animation,nan,nan,nan,nan
 Limon and Oli,2012,nan,nan,Animation,Animation,nan,nan,nan,nan
 Limon and Oli,2012,nan,nan,Animation,Animation,nan,nan,nan,nan
 Limon and Oli,2012,nan,nan,Animation,Animation,nan,nan,nan,nan
 Limon and Oli,2012,nan,nan,Animation,Animation,nan,nan,nan,nan
 Limon and Oli,2012,nan,nan,Animation,Animation,nan,nan,nan,nan
 Limon and Oli,2012,nan,nan,Animation,Animation,nan,nan,nan,nan
 Limon and Oli,2012,nan,nan,Animation,Animation,nan,nan,nan,nan
 Limon and Oli,2012,nan,nan,Animation,Animation,nan,nan,nan,nan
Nyago dansu,1932,nan,nan,"Animation, Short",Animation,nan,nan,nan,nan
 Limon and Oli,2012,nan,nan,Animation,Animation,nan,nan,nan,nan
 Limon and Oli,2012,nan,nan,Animation,Animation,nan,nan,nan,nan
 Limon and Oli,2012,nan,nan,Animation,Animation,nan,nan,nan,nan
 Limon and Oli,2012,nan,nan,Animation,Animation,nan,nan,nan,nan
 Limon and Oli,2012,nan,nan,Animation,Animation,nan,nan,nan,nan
 Limon and Oli,2012,nan,nan,Animation,Animation,nan,nan,nan,nan
 Limon and Oli,2012,nan,nan,Animation,Animation,nan,nan,nan,nan
 Limon and Oli,2012,nan,nan,Animation,Animation,nan,nan,nan,nan
 Limon and Oli,2012,nan,nan,Animation,Animation,nan,nan,nan,nan
 Limon and Oli,2012,nan,nan,Animation,Animation,nan,nan,nan,nan
 PsicoVip,2009,nan,nan,Animation,Animation,nan,nan,nan,nan
 PsicoVip,2009,nan,nan,Animation,Animation,nan,nan,nan,nan
 PsicoVip,2009,nan,nan,Animation,Animation,nan,nan,nan,nan
 PsicoVip,2009,nan,nan,Animation,Animation,nan,nan,nan,nan
 PsicoVip,2009,nan,nan,Animation,Animation,nan,nan,nan,nan
 PsicoVip,2009,nan,nan,Animation,Animation,nan,nan,nan,nan
 PsicoVip,2009,nan,nan,Animation,Animation,nan,nan,nan,nan
 PsicoVip,2009,nan,nan,Animation,Animation,nan,nan,nan,nan
 PsicoVip,2009,nan,nan,Animation,Animation,nan,nan,nan,nan
 PsicoVip,2009,nan,nan,Animation,Animation,nan,nan,nan,nan
 PsicoVip,2009,nan,nan,Animation,Animation,nan,nan,nan,nan
 PsicoVip,2009,nan,nan,Animation,Animation,nan,nan,nan,nan
 PsicoVip,2009,nan,nan,Animation,Animation,nan,nan,nan,nan
 PsicoVip,2009,nan,nan,Animation,Animation,nan,nan,nan,nan
 PsicoVip,2009,nan,nan,Animation,Animation,nan,nan,nan,nan
 PsicoVip,2009,nan,nan,Animation,Animation,nan,nan,nan,nan
 PsicoVip,2009,nan,nan,Animation,Animation,nan,nan,nan,nan
 PsicoVip,2009,nan,nan,Animation,Animation,nan,nan,nan,nan
 PsicoVip,2009,nan,nan,Animation,Animation,nan,nan,nan,nan
 PsicoVip,2009,nan,nan,Animation,Animation,nan,nan,nan,nan
 PsicoVip,2009,nan,nan,Animation,Animation,nan,nan,nan,nan
 PsicoVip,2009,nan,nan,Animation,Animation,nan,nan,nan,nan
 PsicoVip,2009,nan,nan,Animation,Animation,nan,nan,nan,nan
 PsicoVip,2009,nan,nan,Animation,Animation,nan,nan,nan,nan
 PsicoVip,2009,nan,nan,Animation,Animation,nan,nan,nan,nan
 PsicoVip,2009,nan,nan,Animation,Animation,nan,nan,nan,nan
Angle mort,2012,nan,9 min,"Animation, Short",Animation,4.9,nan,7,nan
 Caillou Gets Grounded: The Show,2019,nan,nan,Animation,Animation,nan,nan,nan,nan
Jim's Tie,2012,nan,8 min,"Animation, Short",Animation,nan,nan,nan,nan
Louchebem,2012,nan,5 min,"Animation, Short",Animation,nan,nan,nan,nan
 Limon and Oli,2012,nan,nan,Animation,Animation,nan,nan,nan,nan
Industrealization,2018,nan,3 min,"Animation, Short",Animation,nan,nan,nan,nan
 Limon and Oli,2012,nan,nan,Animation,Animation,nan,nan,nan,nan
 Limon and Oli,2012,nan,nan,Animation,Animation,nan,nan,nan,nan
 Limon and Oli,2012,nan,nan,Animation,Animation,nan,nan,nan,nan
 Limon and Oli,2012,nan,nan,Animation,Animation,nan,nan,nan,nan
On Board,2012,nan,6 min,"Animation, Short",Animation,nan,nan,nan,nan
 Limon and Oli,2012,nan,nan,Animation,Animation,nan,nan,nan,nan
 Limon and Oli,2012,nan,nan,Animation,Animation,nan,nan,nan,nan
 Limon and Oli,2012,nan,nan,Animation,Animation,nan,nan,nan,nan
 Limon and Oli,2012,nan,nan,Animation,Animation,nan,nan,nan,nan
 Limon and Oli,2012,nan,nan,Animation,Animation,nan,nan,nan,nan
 Limon and Oli,2012,nan,nan,Animation,Animation,nan,nan,nan,nan
 Limon and Oli,2012,nan,nan,Animation,Animation,nan,nan,nan,nan
Milezim,2012,nan,4 min,"Animation, Short",Animation,nan,nan,nan,nan
 Limon and Oli,2012,nan,nan,Animation,Animation,nan,nan,nan,nan
 Limon and Oli,2012,nan,nan,Animation,Animation,nan,nan,nan,nan
 Limon and Oli,2012,nan,nan,Animation,Animation,nan,nan,nan,nan
 Limon and Oli,2012,nan,nan,Animation,Animation,nan,nan,nan,nan
 Limon and Oli,2012,nan,nan,Animation,Animation,nan,nan,nan,nan
 Limon and Oli,2012,nan,nan,Animation,Animation,nan,nan,nan,nan
 Limon and Oli,2012,nan,nan,Animation,Animation,nan,nan,nan,nan
 Limon and Oli,2012,nan,nan,Animation,Animation,nan,nan,nan,nan
 Limon and Oli,2012,nan,nan,Animation,Animation,nan,nan,nan,nan
 Limon and Oli,2012,nan,nan,Animation,Animation,nan,nan,nan,nan
 Limon and Oli,2012,nan,nan,Animation,Animation,nan,nan,nan,nan
 Limon and Oli,2012,nan,nan,Animation,Animation,nan,nan,nan,nan
 Limon and Oli,2012,nan,nan,Animation,Animation,nan,nan,nan,nan
 Limon and Oli,2012,nan,nan,Animation,Animation,nan,nan,nan,nan
 Limon and Oli,2012,nan,nan,Animation,Animation,nan,nan,nan,nan
 Limon and Oli,2012,nan,nan,Animation,Animation,nan,nan,nan,nan
Midnight Snack,nan,nan,2 min,"Animation, Short, Action",Animation,nan,nan,nan,nan
 LORE in a Minute!,2011,nan,nan,"Animation, Short",Animation,nan,nan,nan,nan
 LORE in a Minute!,2011,nan,nan,"Animation, Short",Animation,nan,nan,nan,nan
 LORE in a Minute!,2011,nan,nan,"Animation, Short",Animation,nan,nan,nan,nan
 Secret Agent Maxx,2016,nan,nan,"Animation, Adventure",Animation,nan,nan,nan,nan
 LORE in a Minute!,2011,nan,nan,"Animation, Short",Animation,nan,nan,nan,nan
 LORE in a Minute!,2011,nan,nan,"Animation, Short",Animation,nan,nan,nan,nan
 LORE in a Minute!,2011,nan,nan,"Animation, Short",Animation,nan,nan,nan,nan
EJ Comic,2013,nan,nan,Animation,Animation,nan,nan,nan,nan
 LORE in a Minute!,2011,nan,nan,"Animation, Short",Animation,nan,nan,nan,nan
 LORE in a Minute!,2011,nan,nan,"Animation, Short",Animation,nan,nan,nan,nan
 LORE in a Minute!,2011,nan,nan,"Animation, Short",Animation,nan,nan,nan,nan
 LORE in a Minute!,2011,nan,nan,"Animation, Short",Animation,nan,nan,nan,nan
 LORE in a Minute!,2011,nan,nan,"Animation, Short",Animation,nan,nan,nan,nan
Kidou Senshi Gundam AGE: Memory of Eden,2013,nan,75 min,"Animation, Action, Drama",Animation,4.4,nan,7,nan
New Baby,2018,nan,nan,"Animation, Short",Animation,nan,nan,nan,nan
Death Sentence,2017,nan,nan,"Animation, Short",Animation,nan,nan,nan,nan
 We Never Learn,2019,nan,23 min,"Animation, Comedy, Romance",Animation,6.9,nan,18,nan
 We Never Learn,2019,nan,23 min,"Animation, Comedy, Romance",Animation,6.7,nan,18,nan
 We Never Learn,2019,nan,23 min,"Animation, Comedy, Romance",Animation,7.1,nan,18,nan
 We Never Learn,2019,nan,nan,"Animation, Comedy, Romance",Animation,7.2,nan,19,nan
 We Never Learn,2019,nan,23 min,"Animation, Comedy, Romance",Animation,6.9,nan,19,nan
 We Never Learn,2019,nan,nan,"Animation, Comedy, Romance",Animation,6.9,nan,19,nan
 We Never Learn,2019,nan,nan,"Animation, Comedy, Romance",Animation,7.0,nan,19,nan
 We Never Learn,2019,nan,nan,"Animation, Comedy, Romance",Animation,7.1,nan,19,nan
 We Never Learn,2019,nan,nan,"Animation, Comedy, Romance",Animation,7.0,nan,19,nan
 We Never Learn,2019,nan,23 min,"Animation, Comedy, Romance",Animation,7.0,nan,20,nan
 We Never Learn,2019,nan,nan,"Animation, Comedy, Romance",Animation,6.7,nan,24,nan
 Sewayaki Kitsune no Senko-san,2019,nan,23 min,"Animation, Comedy, Fantasy",Animation,8.5,nan,17,nan
 Sewayaki Kitsune no Senko-san,2019,nan,23 min,"Animation, Comedy, Fantasy",Animation,7.9,nan,16,nan
 Sewayaki Kitsune no Senko-san,2019,nan,23 min,"Animation, Comedy, Fantasy",Animation,8.1,nan,16,nan
 Sewayaki Kitsune no Senko-san,2019,nan,23 min,"Animation, Comedy, Fantasy",Animation,7.9,nan,16,nan
 Sewayaki Kitsune no Senko-san,2019,nan,23 min,"Animation, Comedy, Fantasy",Animation,7.7,nan,17,nan
 Sewayaki Kitsune no Senko-san,2019,nan,23 min,"Animation, Comedy, Fantasy",Animation,8.1,nan,18,nan
 Sewayaki Kitsune no Senko-san,2019,nan,23 min,"Animation, Comedy, Fantasy",Animation,8.1,nan,18,nan
 Sewayaki Kitsune no Senko-san,2019,nan,23 min,"Animation, Comedy, Fantasy",Animation,8.1,nan,18,nan
 Sewayaki Kitsune no Senko-san,2019,nan,23 min,"Animation, Comedy, Fantasy",Animation,8.2,nan,17,nan
 Sewayaki Kitsune no Senko-san,2019,nan,23 min,"Animation, Comedy, Fantasy",Animation,7.8,nan,21,nan
 Sewayaki Kitsune no Senko-san,2019,nan,23 min,"Animation, Comedy, Fantasy",Animation,8.0,nan,22,nan
 Shoumetsu Toshi,2019,nan,23 min,"Animation, Action, Adventure",Animation,nan,nan,nan,nan
 Shoumetsu Toshi,2019,nan,23 min,"Animation, Action, Adventure",Animation,nan,nan,nan,nan
 Shoumetsu Toshi,2019,nan,23 min,"Animation, Action, Adventure",Animation,nan,nan,nan,nan
 Shoumetsu Toshi,2019,nan,23 min,"Animation, Action, Adventure",Animation,nan,nan,nan,nan
 Shoumetsu Toshi,2019,nan,23 min,"Animation, Action, Adventure",Animation,nan,nan,nan,nan
 Shoumetsu Toshi,2019,nan,23 min,"Animation, Action, Adventure",Animation,nan,nan,nan,nan
 Shoumetsu Toshi,2019,nan,23 min,"Animation, Action, Adventure",Animation,5.0,nan,5,nan
 Shoumetsu Toshi,2019,nan,23 min,"Animation, Action, Adventure",Animation,5.7,nan,6,nan
 Shoumetsu Toshi,2019,nan,23 min,"Animation, Action, Adventure",Animation,6.6,nan,7,nan
 Shoumetsu Toshi,2019,nan,23 min,"Animation, Action, Adventure",Animation,6.4,nan,8,nan
 Shoumetsu Toshi,2019,nan,23 min,"Animation, Action, Adventure",Animation,7.2,nan,9,nan
 Senryuu Girl,2019,nan,nan,"Animation, Comedy, Drama",Animation,nan,nan,nan,nan
 Senryuu Girl,2019,nan,nan,"Animation, Comedy, Drama",Animation,nan,nan,nan,nan
 Senryuu Girl,2019,nan,nan,"Animation, Comedy, Drama",Animation,nan,nan,nan,nan
 Senryuu Girl,2019,nan,nan,"Animation, Comedy, Drama",Animation,nan,nan,nan,nan
 Senryuu Girl,2019,nan,nan,"Animation, Comedy, Drama",Animation,nan,nan,nan,nan
 Senryuu Girl,2019,nan,nan,"Animation, Comedy, Drama",Animation,nan,nan,nan,nan
 Senryuu Girl,2019,nan,nan,"Animation, Comedy, Drama",Animation,nan,nan,nan,nan
 Senryuu Girl,2019,nan,nan,"Animation, Comedy, Drama",Animation,nan,nan,nan,nan
 Senryuu Girl,2019,nan,nan,"Animation, Comedy, Drama",Animation,nan,nan,nan,nan
 Senryuu Girl,2019,nan,nan,"Animation, Comedy, Drama",Animation,nan,nan,nan,nan
 Senryuu Girl,2019,nan,nan,"Animation, Comedy, Drama",Animation,nan,nan,nan,nan
 Philosopher's Grandson,2019,nan,25 min,"Animation, Action, Comedy",Animation,7.4,nan,21,nan
 Philosopher's Grandson,2019,nan,23 min,"Animation, Action, Comedy",Animation,7.4,nan,24,nan
 Philosopher's Grandson,2019,nan,23 min,"Animation, Action, Comedy",Animation,7.8,nan,25,nan
 Philosopher's Grandson,2019,nan,23 min,"Animation, Action, Comedy",Animation,7.7,nan,24,nan
 Philosopher's Grandson,2019,nan,23 min,"Animation, Action, Comedy",Animation,7.1,nan,25,nan
 Philosopher's Grandson,2019,nan,23 min,"Animation, Action, Comedy",Animation,7.8,nan,27,nan
 Philosopher's Grandson,2019,nan,23 min,"Animation, Action, Comedy",Animation,7.9,nan,27,nan
 Philosopher's Grandson,2019,nan,23 min,"Animation, Action, Comedy",Animation,8.0,nan,30,nan
 Philosopher's Grandson,2019,nan,23 min,"Animation, Action, Comedy",Animation,8.2,nan,32,nan
 Philosopher's Grandson,2019,nan,23 min,"Animation, Action, Comedy",Animation,7.7,nan,32,nan
 Philosopher's Grandson,2019,nan,23 min,"Animation, Action, Comedy",Animation,8.1,nan,34,nan
 Ao-chan Can't Study,2019,nan,nan,"Animation, Comedy, Romance",Animation,6.8,nan,9,nan
 Ao-chan Can't Study,2019,nan,nan,"Animation, Comedy, Romance",Animation,6.1,nan,9,nan
 Ao-chan Can't Study,2019,nan,nan,"Animation, Comedy, Romance",Animation,6.4,nan,10,nan
 Ao-chan Can't Study,2019,nan,nan,"Animation, Comedy, Romance",Animation,6.7,nan,9,nan
 Ao-chan Can't Study,2019,nan,nan,"Animation, Comedy, Romance",Animation,6.3,nan,10,nan
 Ao-chan Can't Study,2019,nan,nan,"Animation, Comedy, Romance",Animation,6.7,nan,9,nan
 Ao-chan Can't Study,2019,nan,nan,"Animation, Comedy, Romance",Animation,6.6,nan,10,nan
 Ao-chan Can't Study,2019,nan,nan,"Animation, Comedy, Romance",Animation,6.4,nan,11,nan
 Ao-chan Can't Study,2019,nan,nan,"Animation, Comedy, Romance",Animation,6.4,nan,9,nan
 Ao-chan Can't Study,2019,nan,nan,"Animation, Comedy, Romance",Animation,6.7,nan,10,nan
 Ao-chan Can't Study,2019,nan,nan,"Animation, Comedy, Romance",Animation,6.8,nan,10,nan
 Fruits Basket,2019,nan,24 min,"Animation, Comedy, Drama",Animation,8.5,nan,59,nan
 Fruits Basket,2019,nan,24 min,"Animation, Comedy, Drama",Animation,8.3,nan,59,nan
 Fruits Basket,2019,nan,24 min,"Animation, Comedy, Drama",Animation,8.3,nan,59,nan
 Fruits Basket,2019,nan,24 min,"Animation, Comedy, Drama",Animation,8.5,nan,66,nan
 Fruits Basket,2019,nan,24 min,"Animation, Comedy, Drama",Animation,8.8,nan,77,nan
 Fruits Basket,2019,nan,24 min,"Animation, Comedy, Drama",Animation,9.0,nan,80,nan
 Fruits Basket,2019,nan,24 min,"Animation, Comedy, Drama",Animation,8.0,nan,66,nan
 Fruits Basket,2019,nan,24 min,"Animation, Comedy, Drama",Animation,9.1,nan,94,nan
 Fruits Basket,2019,nan,24 min,"Animation, Comedy, Drama",Animation,8.3,nan,71,nan
 Fruits Basket,2019,nan,24 min,"Animation, Comedy, Drama",Animation,8.2,nan,76,nan
 Fruits Basket,2019,nan,24 min,"Animation, Comedy, Drama",Animation,8.3,nan,89,nan
 Yu-No: A Girl Who Chants Love at the Bound of this World,2019,nan,23 min,"Animation, Drama, Mystery",Animation,8.4,nan,7,nan
 Yu-No: A Girl Who Chants Love at the Bound of this World,2019,nan,23 min,"Animation, Drama, Mystery",Animation,8.7,nan,7,nan
 Yu-No: A Girl Who Chants Love at the Bound of this World,2019,nan,23 min,"Animation, Drama, Mystery",Animation,8.7,nan,7,nan
 Yu-No: A Girl Who Chants Love at the Bound of this World,2019,nan,23 min,"Animation, Drama, Mystery",Animation,8.7,nan,7,nan
 Yu-No: A Girl Who Chants Love at the Bound of this World,2019,nan,23 min,"Animation, Drama, Mystery",Animation,8.9,nan,7,nan
 Yu-No: A Girl Who Chants Love at the Bound of this World,2019,nan,nan,"Animation, Drama, Mystery",Animation,8.6,nan,7,nan
 Yu-No: A Girl Who Chants Love at the Bound of this World,2019,nan,23 min,"Animation, Drama, Mystery",Animation,8.8,nan,8,nan
 Yu-No: A Girl Who Chants Love at the Bound of this World,2019,nan,23 min,"Animation, Drama, Mystery",Animation,8.4,nan,8,nan
 Yu-No: A Girl Who Chants Love at the Bound of this World,2019,nan,23 min,"Animation, Drama, Mystery",Animation,8.2,nan,8,nan
 Yu-No: A Girl Who Chants Love at the Bound of this World,2019,nan,23 min,"Animation, Drama, Mystery",Animation,8.1,nan,10,nan
 Yu-No: A Girl Who Chants Love at the Bound of this World,2019,nan,23 min,"Animation, Drama, Mystery",Animation,7.8,nan,12,nan
 Hitori Bocchi's OO Lifestyle,2019,nan,nan,"Animation, Comedy, Drama",Animation,8.2,nan,9,nan
 Hitori Bocchi's OO Lifestyle,2019,nan,nan,"Animation, Comedy, Drama",Animation,7.1,nan,8,nan
 Hitori Bocchi's OO Lifestyle,2019,nan,nan,"Animation, Comedy, Drama",Animation,7.4,nan,8,nan
 Hitori Bocchi's OO Lifestyle,2019,nan,nan,"Animation, Comedy, Drama",Animation,6.9,nan,8,nan
 Hitori Bocchi's OO Lifestyle,2019,nan,nan,"Animation, Comedy, Drama",Animation,7.7,nan,9,nan
 Hitori Bocchi's OO Lifestyle,2019,nan,nan,"Animation, Comedy, Drama",Animation,7.9,nan,10,nan
 Hitori Bocchi's OO Lifestyle,2019,nan,nan,"Animation, Comedy, Drama",Animation,7.6,nan,10,nan
 Hitori Bocchi's OO Lifestyle,2019,nan,nan,"Animation, Comedy, Drama",Animation,7.8,nan,9,nan
